company_name,company_slug,website,current_signal_code,signal_date,signal_text,source_url,valid_signal_code,action
"ESS Inc.",ess-inc,https://essinc.com/,new_facility,2025-01-01,"$50M EXIM grant for expansion",https://essinc.com/,,
"Eugene Technology",eugene-technology,eugenetech.co.kr,new_facility,2025-01-01,"Samsung large ALD order; batch-type ALD localization; Icheon investment agreement",https://pitchbook.com/profiles/company/164906-29,,
"Eve Air Mobility",eve-air-mobility,eveairmobility.com,new_facility,2025-01-01,"17 SEC filings; Embraer backing; $5B+ order backlog; US manufacturing planned",https://www.sec.gov/cgi-bin/browse-edgar?CIK=1823652,,
ExoAnalytic Solutions,exoanalytic-solutions,https://exoanalytic.com,,,,,,NO_SIGNAL
Exolaunch,exolaunch,https://exolaunch.com,,,,,,NO_SIGNAL
FANUC America,fanuc-america,https://www.fanucamerica.com/,,,,,,NO_SIGNAL
"Fate Therapeutics",fate-therapeutics,https://fatetherapeutics.com,investment_plan_announced,2019-09-01,"In-house cGMP facility for iPSC-derived off-the-shelf cell therapies; NK cells and T cells from mast",https://ir.fatetherapeutics.com/news-releases/news-release-details/fate-therapeutics-announces-opening-its-cgmp-manufacturing,,
"Figure AI",figure-ai,https://www.figure.ai/,new_facility,2025-01-01,"$1B+ Series C at $39B valuation + BotQ manufacturing facility buildout",https://www.figure.ai/news/series-c,,
"Firefly Aerospace",firefly-aerospace,https://fireflyspace.com,new_facility,2025-01-01,"Doubled Briggs TX facility to 207,000 sq ft (Feb 2024); Rocket Ranch expansion",https://fireflyspace.com/news/firefly-aerospace-doubles-facilities-in-briggs-texas-to-support-medium-launch-vehicle/,,
"Firefly Aerospace",firefly-aerospace,https://fireflyspace.com,new_facility,2025-01-01,"Doubled Briggs TX facility to 207,000 sq ft (Feb 2024); Rocket Ranch expansion",https://fireflyspace.com/news/firefly-aerospace-doubles-facilities-in-briggs-texas-to-support-medium-launch-vehicle/,,
Firehawk Aerospace,firehawk-aerospace,https://firehawkaerospace.com/,,,,,,NO_SIGNAL
"First Solar",first-solar,firstsolar.com,new_facility,2025-01-01,"$1.1B Alabama factory opened 2024 (3.5 GW); Louisiana $1.1B plant Q3 2025 (3.5 GW); Ohio 3 plants; 1",https://www.pv-tech.org/first-solar-to-open-new-3-7gw-us-manufacturing-plant-in-2026/,,
"First Solar",first-solar,firstsolar.com,new_facility,2025-01-01,"$1.1B Alabama factory opened 2024 (3.5 GW); Louisiana $1.1B plant Q3 2025 (3.5 GW); Ohio 3 plants; 1",https://www.pv-tech.org/first-solar-to-open-new-3-7gw-us-manufacturing-plant-in-2026/,,
Fleet Space Technologies,fleet-space-technologies,https://fleetspace.com,,,,,,NO_SIGNAL
"Fluence Energy",fluence-energy,https://fluenceenergy.com/,new_facility,2025-01-01,"Arizona manufacturing open; Houston thermal; $700M US investment; 1200+ jobs; 2.2 GWh Excelsior deal",https://ir.fluenceenergy.com/news-releases/news-release-details/fluence-expands-us-manufacturing-footprint-enclosure-and-battery,,
"Fluence Energy",fluence-energy,https://fluenceenergy.com/,new_facility,2025-01-01,"Arizona manufacturing open; Houston thermal; $700M US investment; 1200+ jobs; 2.2 GWh Excelsior deal",https://ir.fluenceenergy.com/news-releases/news-release-details/fluence-expands-us-manufacturing-footprint-enclosure-and-battery,,
"Ford Energy",ford-energy,https://www.ford.com/,new_facility,2025-01-01,"$2B BlueOval Battery Park Marshall; pivoting to grid/data center; 20 GWh capacity; CATL LFP tech",https://finance.yahoo.com/news/ford-starting-battery-storage-business-211745514.html,,
"Forge Biologics",forge-biologics,https://forgebiologics.com,investment_plan_announced,2023-01-01,"CDMO building 200K+ sq ft 'The Hearth' facility; manufacturing for multiple clients",https://www.forgebiologics.com/,,
"Form Energy",form-energy,https://formenergy.com,funding_round,2024-10-15,"Form Energy Raises $450M Series E",https://formenergy.com/press,,
"Form Energy",form-energy,https://formenergy.com,new_facility,2024-09-22,"Form Energy Announces West Virginia Manufacturing Plant",https://formenergy.com/press,,
"Form Energy",form-energy,https://formenergy.com,new_facility,2025-01-01,"$900M+ Series E 2025; West Virginia gigafactory construction; 100+ hour storage; multi-day grid stor",https://storm4.com/resources/industry-insights/energy-storage-startups-us/,,
"Form Energy",form-energy,https://formenergy.com,new_facility,2025-01-01,"$900M+ Series E 2025; West Virginia gigafactory construction; 100+ hour storage; multi-day grid stor",https://storm4.com/resources/industry-insights/energy-storage-startups-us/,,
FormFactor,formfactor,formfactor.com,,,,,,NO_SIGNAL
FreeFlyer (AI Solutions),freeflyer-ai-solutions,https://ai-solutions.com,,,,,,NO_SIGNAL
FuelCell Energy,fuelcell-energy,fuelcellenergy.com,,,,,,NO_SIGNAL
"FuriosaAI",furiosaai,furiosa.ai,new_facility,2025-01-01,"$125M Series C; tensor contraction processor; mass production of LLM accelerator",https://furiosa.ai/blog/announcing-furiosaais-125m-series-c-bridge-funding-to-scale-sustainable-ai-compute/,,
Galactic Energy,galactic-energy,https://galactic-energy.cn,,,,,,NO_SIGNAL
"GameChange Solar",gamechange-solar,gamechangesolar.com,new_facility,2025-01-01,"13.7 GW shipped 2024; US manufacturing; Genius Tracker; aggressive growth",https://www.globenewswire.com/news-release/2025/11/04/3180573/0/en/Solar-Tracker-Market-to-Reach-US-32-43-Billion-by-2033-Astute-Analytica.html,,
GE Aerospace,ge-aerospace,https://www.geaerospace.com/,,,,,,NO_SIGNAL
GE Hitachi Nuclear Energy,ge-hitachi-nuclear-energy,gevernova.com/nuclear,,,,,,NO_SIGNAL
"GE Vernova",ge-vernova,https://www.gevernova.com/,new_facility,2025-01-01,"$20M Charleroi PA switchgear + Clearwater FL expansion; HVDC expertise; utility-scale grid solutions",https://www.reuters.com/business/energy/grid-equipment-makers-invest-us-ease-supply-shortage--reeii-2025-12-02/,,
"GE Vernova",ge-vernova,https://www.gevernova.com/,earnings_signal,2026-02-04,"8-K filed Feb 4 - continued expansion activity",https://www.sec.gov/cgi-bin/browse-edgar?CIK=1996810,,
"GE Vernova",ge-vernova,https://www.gevernova.com/,new_facility,2025-01-01,"$20M Charleroi PA switchgear + Clearwater FL expansion; HVDC expertise; utility-scale grid solutions",https://www.reuters.com/business/energy/grid-equipment-makers-invest-us-ease-supply-shortage--reeii-2025-12-02/,,
"GE Vernova",ge-vernova,https://www.gevernova.com/,earnings_signal,2026-02-04,"8-K filed Feb 4 - continued expansion activity",https://www.sec.gov/cgi-bin/browse-edgar?CIK=1996810,,
"Generac Power Systems",generac-power-systems,generac.com,new_facility,2025-01-01,"345K sqft Beaver Dam facility Jul 2025; Sussex WI C&I expansion Jan 2026; megawatt-scale data center",https://investors.generac.com/news-releases/news-release-details/generac-expands-its-commercial-industrial-manufacturing,,
"Generac Power Systems",generac-power-systems,generac.com,new_facility,2025-01-01,"345K sqft Beaver Dam facility Jul 2025; Sussex WI C&I expansion Jan 2026; megawatt-scale data center",https://investors.generac.com/news-releases/news-release-details/generac-expands-its-commercial-industrial-manufacturing,,
General Atomics EMS,general-atomics-ems,https://www.ga.com/,,,,,,NO_SIGNAL
General Dynamics,general-dynamics,https://www.gd.com/,,,,,,NO_SIGNAL
"Generation Bio",generation-bio,https://generationbio.com,expansion_announcement,2026-02-14,"Signal detected",https://investors.generationbio.com/news-releases/news-release-details/generation-bio-announces-breakthrough-its-non-viral-genetic,,
GHGSat,ghgsat,https://ghgsat.com,,,,,,NO_SIGNAL
"GlobalFoundries",globalfoundries,gf.com,new_facility,2025-06-01,"GlobalFoundries $16B US Investment",https://gf.com/gf-press-release/globalfoundries-announces-16b-u-s-investment/,,
"GlobalFoundries",globalfoundries,gf.com,new_facility,2025-01-01,"$16B US investment Jun 2025; $1.5B CHIPS award; Malta NY 358K sqft new fab; Vermont modernization; a",https://gf.com/gf-press-release/globalfoundries-announces-16b-u-s-investment-to-reshore-essential-chip-manufacturing-and-accelerate-ai-growth/,,
"GlobalFoundries",globalfoundries,gf.com,new_facility,2025-01-01,"$16B US investment Jun 2025; $1.5B CHIPS award; Malta NY 358K sqft new fab; Vermont modernization; a",https://gf.com/gf-press-release/globalfoundries-announces-16b-u-s-investment-to-reshore-essential-chip-manufacturing-and-accelerate-ai-growth/,,
GMV,gmv,https://gmv.com,,,,,,NO_SIGNAL
GomSpace,gomspace,https://gomspace.com,,,,,,NO_SIGNAL
Gotion,gotion,https://www.gotion.com/,,,,,,NO_SIGNAL
"Gracell Biotechnologies (AstraZeneca)",gracell-biotechnologies-astrazeneca,https://gracellbio.com,expansion_announcement,2026-02-14,"Signal detected",https://www.astrazeneca.com/media-centre/press-releases/2023/astrazeneca-to-acquire-gracell-furthering-cell-therapy-ambition-across-oncology-and-autoimmune-diseases.html,,
"Graham Corp",graham-corp,https://grahamcorp.com,facility_opening,2026-02-06,"30K sqft Navy manufacturing facility completed in Batavia NY",https://news.alphastreet.com/graham-corporation-expands-capabilities-across-defense-energy-and-space-markets/,,
"Graham Corp",graham-corp,https://grahamcorp.com,facility_opening,2026-02-06,"30K sqft Navy manufacturing facility completed in Batavia NY",https://news.alphastreet.com/graham-corporation-expands-capabilities-across-defense-energy-and-space-markets/,,
Graybar Electric,graybar-electric,graybar.com,,,,,,NO_SIGNAL
Guident,guident,https://guident.co,,,,,,NO_SIGNAL
Hammond Power Solutions,hammond-power-solutions,hammondpowersolutions.com,,,,,,NO_SIGNAL
HAMR Industries,hamr-industries,https://www.hamrindustries.com/,,,,,,NO_SIGNAL
Hanmi Semiconductor,hanmi-semiconductor,hanmisemi.com,,,,,,NO_SIGNAL
"Hanwha Qcells",hanwha-qcells,https://www.hanwhaaerospace.com,new_facility,2025-01-01,"$2.5B Cartersville GA fully integrated (3.3 GW); 8.4 GW total GA capacity; only NA company with full",https://us.qcells.com/blog/qcells-invests-2-5-billion-in-building-complete-solar-supply-chain-in-u-s/,,
"Hanwha Qcells",hanwha-qcells,https://www.hanwhaaerospace.com,new_facility,2025-01-01,"$2.5B Cartersville GA fully integrated (3.3 GW); 8.4 GW total GA capacity; only NA company with full",https://us.qcells.com/blog/qcells-invests-2-5-billion-in-building-complete-solar-supply-chain-in-u-s/,,
HawkEye 360,hawkeye-360,https://he360.com,,,,,,NO_SIGNAL
Haynes International,haynes-international,https://haynesintl.com/,,,,,,NO_SIGNAL
"Heliene",heliene,heliene.com,new_facility,2025-01-01,"Minnesota facility operational; Canadian + US manufacturing; Iron Range expansion",https://www.solarpowerworldonline.com/2023/10/3sun-expects-its-american-made-solar-cells-to-enter-market-in-2025/,,
"Heliene",heliene,heliene.com,new_facility,2025-01-01,"Minnesota facility operational; Canadian + US manufacturing; Iron Range expansion",https://www.solarpowerworldonline.com/2023/10/3sun-expects-its-american-made-solar-cells-to-enter-market-in-2025/,,
Hera Technologies,hera-technologies,https://www.heratechnologies.com/,,,,,,NO_SIGNAL
Heraeus Electronics,heraeus-electronics,heraeus-electronics.com,,,,,,NO_SIGNAL
Hermeus,hermeus,https://www.hermeus.com/,,,,,,NO_SIGNAL
Hexcel Corporation,hexcel-corporation,https://hexcel.com/,,,,,,NO_SIGNAL
HIMOINSA,himoinsa,himoinsa.com,,,,,,NO_SIGNAL
"Hitachi Energy",hitachi-energy,hitachienergy.com,new_facility,2025-01-01,"$1B+ US investment; $457M South Boston VA 2nd facility Sept 2025; $106M Alamo TN expansion; $6B glob",https://www.manufacturingdive.com/news/hitachi-unveils-1b-grid-manufacturing-investment-virginia-transformer/759512/,,
"Hitachi Energy",hitachi-energy,hitachienergy.com,new_facility,2025-01-01,"$1B+ US investment; $457M South Boston VA 2nd facility Sept 2025; $106M Alamo TN expansion; $6B glob",https://www.manufacturingdive.com/news/hitachi-unveils-1b-grid-manufacturing-investment-virginia-transformer/759512/,,
"Hitachi High-Tech",hitachi-high-tech,hitachi-hightech.com,new_facility,2025-01-01,"New Kasado production facility completed 2025; etching systems expansion",https://www.hitachi.com/New/cnews/month/2023/04/230418a.html,,
"Hitachi High-Tech",hitachi-high-tech,hitachi-hightech.com,new_facility,2025-01-01,"New Kasado production facility completed 2025; etching systems expansion",https://www.hitachi.com/New/cnews/month/2023/04/230418a.html,,
"Holtec International",holtec-international,holtecinternational.com,new_facility,2025-01-01,"$400M DOE funding Dec 2025; SMR-300 multi-site deployment; Palisades plant restart",https://world-nuclear-news.org/articles/two-smr-projects-selected-for-us-federal-funding,,
"Homology Medicines",homology-medicines,https://homologymedicines.com,expansion_announcement,2026-02-14,"Signal detected",https://www.homologymedicines.com/contact-us/,,
Honeybee Robotics,honeybee-robotics,https://honeybeerobotics.com,,,,,,NO_SIGNAL
Honeywell Aerospace,honeywell-aerospace,https://aerospace.honeywell.com/,,,,,,NO_SIGNAL
Howard Industries,howard-industries,howard-ind.com,,,,,,NO_SIGNAL
Hoya,hoya,hoya.com,,,,,,NO_SIGNAL
Hubbell,hubbell,hubbell.com,,,,,,NO_SIGNAL
"HydrogenPro",hydrogenpro,hydrogenpro.com,new_facility,2025-01-01,"Large-scale alkaline modules; electrode production expansion; industrial hydrogen",https://www.snsinsider.com/blogs/leading-hydrogen-electrolyzer-manufacturers-in-2025,,
HyImpulse,hyimpulse,https://hyimpulse.de,,,,,,NO_SIGNAL
"Hyosung Heavy Industries",hyosung-heavy-industries,hyosungheavyindustries.com,new_facility,2025-01-01,"Hyosung HICO Memphis TN expanding Nov 2025 (2nd time in 6 months); doubling US output to 150 units/y",https://www.kedglobal.com/energy/newsView/ked202503030002,,
"Hyosung Heavy Industries",hyosung-heavy-industries,hyosungheavyindustries.com,new_facility,2025-01-01,"Hyosung HICO Memphis TN expanding Nov 2025 (2nd time in 6 months); doubling US output to 150 units/y",https://www.kedglobal.com/energy/newsView/ked202503030002,,
HyperSciences,hypersciences,https://hypersciences.com/,,,,,,NO_SIGNAL
Hypersonix Launch Systems,hypersonix-launch-systems,https://www.hypersonix.com,,,,,,NO_SIGNAL
"Ibiden",ibiden,ibiden.co.jp,new_facility,2025-12-01,"Ibiden $3.3B Japan Expansion",https://www.digitimes.com/news/a20260204PD227/ibiden-expansion-capacity-production-plant.html,,
"Ibiden",ibiden,ibiden.co.jp,new_facility,2025-01-01,"$3.3B investment over 3 years from FY2026; new Gifu factory late 2025; 40% AI server output boost",https://www.digitimes.com/news/a20260204PD227/ibiden-expansion-capacity-production-plant.html,,
"ICEYE",iceye,https://iceye.com,new_facility,2025-01-01,"JV with Rheinmetall for SAR manufacturing at Neuss Germany (Q2 2026); Spain manufacturing center; UA",https://www.janes.com/osint-insights/defence-news/air/rheinmetall-and-iceye-to-establish-joint-sar-satellite-production,,
"Immatics",immatics,https://immatics.com,us_entity_formation,2025-10-01,"German company with 100K sq ft US manufacturing facility in Houston; TCR-T for solid tumors",https://immatics.com/manufacturing/,,
"Impulse Space",impulse-space,https://impulsespace.com,new_facility,2025-01-01,"$300M Series C (June 2025); NASA orbital transfer contract; scaling manufacturing",https://www.impulsespace.com/updates/impulse-space-secures-300-million-dollar-series-c-to-accelerate-the-future-of-in-space-mobility,,
Infineon Technologies,infineon-technologies,infineon.com,,,,,,NO_SIGNAL
INNIO Group,innio-group,innio.com,,,,,,NO_SIGNAL
"Instil Bio",instil-bio,https://instilbio.com,investment_plan_announced,2022-01-01,"70K sq ft LA facility for TIL therapy; CoStAR-TIL platform to enhance tumor microenvironment activit",https://ir.instilbio.com/news-releases/news-release-details/instil-bio-announces-ind-clearance-first-costar-til-program-itil,,
"Intel",intel,https://intel.com,new_facility,2025-10-01,"Intel Ohio Megafab + CHIPS Award",https://www.nist.gov/chips/intel-corporation-arizona-chandler,,
"Intel",intel,https://intel.com,new_facility,2025-01-01,"$8.5B CHIPS Act award; Fab 52 Chandler opened Oct 2025; $100B Ohio megafab (2 fabs); 18A process; In",https://www.nist.gov/chips/intel-corporation-arizona-chandler,,
"Intel",intel,https://intel.com,new_facility,2025-01-01,"$8.5B CHIPS Act award; Fab 52 Chandler opened Oct 2025; $100B Ohio megafab (2 fabs); 18A process; In",https://www.nist.gov/chips/intel-corporation-arizona-chandler,,
"Iovance Biotherapeutics",iovance-biotherapeutics,https://iovance.com,regulatory_milestone,2024-02-01,"AMTAGVI (lifileucel) approved Feb 2024 for melanoma; 136K sq ft Cell Therapy Center in Philadelphia ",https://www.iovance.com/iovance-cell-therapy-center/,,
IQE,iqe,iqep.com,,,,,,NO_SIGNAL
IronRidge,ironridge,ironridge.com,,,,,,NO_SIGNAL
"Isar Aerospace",isar-aerospace,https://isaraerospace.com,new_facility,2025-01-01,"€150M convertible bond (June 2025); Munich production expansion; €220M+ Series C with NATO",https://europeanspaceflight.com/isar-aerospace-raises-e150m-through-convertible-bond-agreement/,,
ISISPACE,isispace,https://isispace.nl,,,,,,NO_SIGNAL
ispace,ispace,https://ispace-inc.com,,,,,,NO_SIGNAL
ITM Power,itm-power,itm-power.com,,,,,,NO_SIGNAL
Itron,itron,itron.com,,,,,,NO_SIGNAL
"JA Solar",ja-solar,jasolar.com,new_facility,2025-01-01,"Phoenix AZ 2 GW module factory announced; targeting US domestic content",https://unicorn-sd.com/jinkosolar-trina-solar-ja-solar-longi-and-csi-solar-considered-the-worlds-top-five-module-manufacturers-have-established-or-plan-to-construct-manufacturing-facilities-in-the-us/,,
"JA Solar",ja-solar,jasolar.com,new_facility,2025-01-01,"Phoenix AZ 2 GW module factory announced; targeting US domestic content",https://unicorn-sd.com/jinkosolar-trina-solar-ja-solar-longi-and-csi-solar-considered-the-worlds-top-five-module-manufacturers-have-established-or-plan-to-construct-manufacturing-facilities-in-the-us/,,
"Jaguar Gene Therapy",jaguar-gene-therapy,https://jaguargenetherapy.com,investment_plan_announced,2025-12-01,"$125M 200-job manufacturing facility in RTP NC; JAG201 for autism/Phelan-McDermid",https://www.ncbiotech.org/news/jaguar-gene-therapy-build-1254-m-200-job-manufacturing-site-rtp,,
"JinkoSolar",jinkosolar,jinkosolar.com,new_facility,2025-01-01,"Jacksonville FL 2 GW module factory; $67M investment; 600 jobs; operational 2024",https://finance.yahoo.com/news/factbox-chinese-owned-solar-factories-100904217.html,,
"JinkoSolar",jinkosolar,jinkosolar.com,new_facility,2025-01-01,"Jacksonville FL 2 GW module factory; $67M investment; 600 jobs; operational 2024",https://finance.yahoo.com/news/factbox-chinese-owned-solar-factories-100904217.html,,
"Joby Aviation",joby-aviation,https://jobyaviation.com,regulatory_approval,2024-11-08,"Joby Receives FAA Part 135 Air Carrier Certification",https://jobyaviation.com/news,,
"Joby Aviation",joby-aviation,https://jobyaviation.com,partnership,2024-08-14,"Joby and Delta Air Lines Expand Partnership",https://news.delta.com,,
"Joby Aviation",joby-aviation,https://jobyaviation.com,new_facility,2025-01-01,"36 SEC filings re: expansion; Toyota alliance; FAA certification on track; Marina CA manufacturing",https://www.sec.gov/cgi-bin/browse-edgar?CIK=1819848,,
"Joby Aviation",joby-aviation,https://jobyaviation.com,new_facility,2025-01-01,"36 SEC filings re: expansion; Toyota alliance; FAA certification on track; Marina CA manufacturing",https://www.sec.gov/cgi-bin/browse-edgar?CIK=1819848,,
John Cockerill,john-cockerill,johncockerill.com,,,,,,NO_SIGNAL
JSR Corporation,jsr-corporation,jsr.co.jp,,,,,,NO_SIGNAL
K2 Space,k2-space,k2space.com,,,,,,NO_SIGNAL
"Kairos Power",kairos-power,kairospower.com,new_facility,2025-01-01,"Hermes reactor nuclear construction started May 2025 in Oak Ridge TN; first commercial reactor next ",https://kairospower.com/external_updates/kairos-power-begins-nuclear-construction-of-hermes-demonstration-reactor/,,
"Kairos Power",kairos-power,kairospower.com,new_facility,2025-01-01,"Hermes reactor nuclear construction started May 2025 in Oak Ridge TN; first commercial reactor next ",https://kairospower.com/external_updates/kairos-power-begins-nuclear-construction-of-hermes-demonstration-reactor/,,
Kawasaki Gas Turbines,kawasaki-gas-turbines,kawasaki.com,,,,,,NO_SIGNAL
Kayhan Space,kayhan-space,https://kayhan.space,,,,,,NO_SIGNAL
Kepler Communications,kepler-communications,https://keplercommunications.com,,,,,,NO_SIGNAL
"King Yuan Electronics (KYEC)",king-yuan-electronics-kyec,kyec.com.tw,new_facility,2025-01-01,"Singapore expansion accelerating; triple AI chip testing contracts; capex increased to NT$12.3B",https://www.digitimes.com/news/a20251222PD210/expansion-king-yuan-testing-kyec-ai-chip.html,,
Kinsus Interconnect,kinsus-interconnect,kinsus.com.tw,,,,,,NO_SIGNAL
"Kite Pharma (Gilead)",kite-pharma-gilead,https://kitepharma.com,expansion_announcement,2026-02-14,"Signal detected",https://www.kitepharma.com/,,
KLA,kla,kla.com,,,,,,NO_SIGNAL
"Kokusai Electric",kokusai-electric,kokusai-electric.com,new_facility,2025-01-01,"New US demo center; Toyama manufacturing expansion",https://www.kokusai-electric.com/en/news/document,,
Koppers,koppers,koppers.com,,,,,,NO_SIGNAL
Kratos Defense,kratos-defense,https://www.kratosdefense.com/,,,,,,NO_SIGNAL
"Krystal Biotech",krystal-biotech,https://krystalbio.com,product_success,2023-05-01,"Vyjuvek approved; built second 100K sq ft ASTRA facility; HSV-1 vector platform",https://ir.krystalbio.com/news-releases/news-release-details/krystal-biotech-breaks-ground-second-commercial-gene-therapy,,
KSAT,ksat,https://ksat.no,,,,,,NO_SIGNAL
KUKA,kuka,https://www.kuka.com/,,,,,,NO_SIGNAL
Kulicke & Soffa,kulicke-soffa,kns.com,,,,,,NO_SIGNAL
Kythera Space Solutions,kythera-space-solutions,https://kythera.space,,,,,,NO_SIGNAL
"L3Harris",l3harris,https://www.l3harris.com/,new_facility,2025-01-01,"$22M GAMMA-H scramjet + Zeus motor production increase to 60 units",https://www.l3harris.com/newsroom/press-release/2025/12/l3harris-receives-letter-intent-kratos-defense-production-large,,
"Lam Research",lam-research,lamresearch.com,new_facility,2025-01-01,"$65M Oregon Tualatin facility opened Nov 2025; 700 workers; R&D expansion for AI chips",https://www.oregonlive.com/silicon-forest/2025/11/lam-research-opens-65-million-tualatin-office-with-room-for-700-workers.html,,
"Lam Research",lam-research,lamresearch.com,new_facility,2025-01-01,"$65M Oregon Tualatin facility opened Nov 2025; 700 workers; R&D expansion for AI chips",https://www.oregonlive.com/silicon-forest/2025/11/lam-research-opens-65-million-tualatin-office-with-room-for-700-workers.html,,
Landis+Gyr,landis-gyr,landisgyr.com,,,,,,NO_SIGNAL
LAPP Insulators,lapp-insulators,lappinsulators.com,,,,,,NO_SIGNAL
Lasertec,lasertec,lasertec.co.jp,,,,,,NO_SIGNAL
Last Energy,last-energy,lastenergy.com,,,,,,NO_SIGNAL
Lattice Semiconductor,lattice-semiconductor,latticesemi.com,,,,,,NO_SIGNAL
LEENO Industrial,leeno-industrial,leeno.com,,,,,,NO_SIGNAL
"Legend Biotech",legend-biotech,https://legendbiotech.com,investment_plan_announced,2022-10-01,"CARVYKTI approved for myeloma; $500M investment with J&J in Raritan NJ; doubling capacity",https://www.fiercepharma.com/manufacturing/legend-jj-double-down-car-t-manufacturing-500m-carvykti-eyes-wider-myeloma-use,,
LeoLabs,leolabs,https://leolabs.space,,,,,,NO_SIGNAL
"Lexeo Therapeutics",lexeo-therapeutics,https://lexeotx.com,expansion_announcement,2026-02-14,"Signal detected",https://www.lexeotx.com/post/lexeo-therapeutics-announces-fda-clearance-of-ind-for-lx2020-an-aav-based-gene-therapy-candidate-for-pkp2-arrhythmogenic-cardiomyopathy/,,
LG Energy Solution Michigan,lg-energy-solution-michigan,https://www.lgenergymi.com/,,,,,,NO_SIGNAL
Lilium,lilium,lilium.com,,,,,,NO_SIGNAL
Linde,linde,linde.com,,,,,,NO_SIGNAL
Lockheed Martin,lockheed-martin,https://www.lockheedmartin.com/,,,,,,NO_SIGNAL
"Locus Robotics",locus-robotics,https://locusrobotics.com/,new_facility,2025-01-01,"New HQ construction in Wilmington; expanding globally; FedEx and major 3PL deployments",https://www.bostonglobe.com/2023/07/26/business/locus-launches-work-new-hq-wilmington/,,
Loft Orbital,loft-orbital,https://loftorbital.com,,,,,,NO_SIGNAL
"LONGi Green Energy",longi-green-energy,longi.com,new_facility,2025-01-01,"Ohio module factory partnership announced Mar 2024; operations Q1 2025",https://unicorn-sd.com/jinkosolar-trina-solar-ja-solar-longi-and-csi-solar-considered-the-worlds-top-five-module-manufacturers-have-established-or-plan-to-construct-manufacturing-facilities-in-the-us/,,
"LONGi Green Energy",longi-green-energy,longi.com,new_facility,2025-01-01,"Ohio module factory partnership announced Mar 2024; operations Q1 2025",https://unicorn-sd.com/jinkosolar-trina-solar-ja-solar-longi-and-csi-solar-considered-the-worlds-top-five-module-manufacturers-have-established-or-plan-to-construct-manufacturing-facilities-in-the-us/,,
LS Cable & System,ls-cable-system,lscns.co.kr,,,,,,NO_SIGNAL
Lucy Electric,lucy-electric,lucyelectric.com,,,,,,NO_SIGNAL
Lunar Outpost,lunar-outpost,https://lunaroutpost.com,,,,,,NO_SIGNAL
Lynas Rare Earths,lynas-rare-earths,https://lynasrareearths.com/,,,,,,NO_SIGNAL
Lynk Global,lynk-global,https://lynk.world,,,,,,NO_SIGNAL
Machina Labs,machina-labs,https://machinalabs.ai/,,,,,,NO_SIGNAL
MacLean Power Systems,maclean-power-systems,macleanpower.com,,,,,,NO_SIGNAL
Maddox Industrial Transformer,maddox-industrial-transformer,maddox.com,,,,,,NO_SIGNAL
Magdrive,magdrive,https://magdrive.space,,,,,,NO_SIGNAL
Mangata Networks,mangata-networks,https://mangatanetworks.com,,,,,,NO_SIGNAL
"Marvell Technology",marvell-technology,marvell.com,new_facility,2025-01-01,"Vietnam expansion (HCM + Da Nang) Sept 2025; India R&D expansion; $5.5B Celestial AI acquisition Dec",https://www.marvell.com/company/newsroom/marvell-accelerates-expansion-in-vietnam.html,,
"Maxeon Solar",maxeon-solar,maxeon.com,new_facility,2025-01-01,"Premium IBC technology; US cell manufacturing plans; SunPower spinoff",https://www.maxeon.com/,,
MediaTek,mediatek,mediatek.com,,,,,,NO_SIGNAL
Melexis,melexis,melexis.com,,,,,,NO_SIGNAL
"MemryX",memryx,memryx.com,new_facility,2025-01-01,"$44M Series B; compute-at-memory AI accelerators; ramping production",https://www.prnewswire.com/news-releases/memryx-raises-44-million-in-series-b-funding-for-advanced-edge-ai-computing-302412842.html,,
Mentis Sciences,mentis-sciences,https://www.mentissciences.com/,,,,,,NO_SIGNAL
"Meyer Burger",meyer-burger,meyerburger.com,new_facility,2025-01-01,"Arizona module plant operational; Colorado cell plant announced Q4 2024 start; 2 GW HJT cell capacit",https://www.meyerburger.com/en/newsroom/artikel/meyer-burger-announces-solar-cell-production-facility-in-colorado-usa,,
"Meyer Burger",meyer-burger,meyerburger.com,new_facility,2025-01-01,"Arizona module plant operational; Colorado cell plant announced Q4 2024 start; 2 GW HJT cell capacit",https://www.meyerburger.com/en/newsroom/artikel/meyer-burger-announces-solar-cell-production-facility-in-colorado-usa,,
"Microchip Technology",microchip-technology,microchip.com,new_facility,2025-01-01,"$162M CHIPS for Oregon + Colorado expansion; closing Tempe AZ Sept 2025; consolidating",https://www.oregonlive.com/silicon-forest/2024/12/microchip-will-close-arizona-factory-while-it-pursues-federal-subsidies-to-expand-in-oregon-colorado.html,,
"Microchip Technology",microchip-technology,microchip.com,new_facility,2025-01-01,"$162M CHIPS for Oregon + Colorado expansion; closing Tempe AZ Sept 2025; consolidating",https://www.oregonlive.com/silicon-forest/2024/12/microchip-will-close-arizona-factory-while-it-pursues-federal-subsidies-to-expand-in-oregon-colorado.html,,
"Micron",micron,micron.com,new_facility,2025-06-01,"Micron NY + Idaho + VA Expansion",https://investors.micron.com/news-releases/news-release-details/micron-and-trump-administration-announce-expanded-us-investments,,
"Micron",micron,micron.com,new_facility,2025-01-01,"$6.4B CHIPS funding; 2nd Boise fab announced Jun 2025; NY Clay megafab ($100B); Virginia expansion; ",https://investors.micron.com/news-releases/news-release-details/micron-and-trump-administration-announce-expanded-us-investments,,
