company_name,website,industry,segment,sub_segment,signal_code,signal_score,signal_date,signal_text,source_url,messaging_hook
Capella Space,capellaspace.com,Space,Space Tech,Spacecraft & Satellites,CONTRACT_WIN,6,2024,Moved to larger facilities; $15M USAF contract for next-gen SAR (2024); 36-satellite constellation,https://en.wikipedia.org/wiki/Capella_Space,SAR satellite manufacturing; defense contracts
Slingshot Aerospace,slingshotaerospace.com,Space,Space Tech,Spacecraft & Satellites,INVESTMENT_PLAN_ANNOUNCED,6,2025-05,UK expansion (London/Cornwall); Ottawa Canada office (May 2025); 200+ sensors planned,https://www.satellitetoday.com/people/2025/05/01/slingshot-aerospace-continues-international-expansion-with-canadian-office/,International sensor network expansion; space domain awareness
HawkEye 360,he360.com,Space,Space Tech,Spacecraft & Satellites,,6,2025-09,30 satellites deployed (Aug 2024); 3 new clusters (9 spacecraft) ordered Sept 2025,https://www.satellitetoday.com/manufacturing/2025/09/10/hawkeye-360-orders-three-new-satellite-clusters-from-sfl-missions/,RF geolocation satellite manufacturing; Virginia expansion
ThinkOrbital,thinkorbital.com,Space,Space Tech,Spacecraft & Satellites,OEM_PARTNER,6,2024-05,World's first autonomous in-space welding (May 2024); NASA/ESA collaboration,https://thinkorbital.com/news/launch-of-first-welding-system/,In-space construction technology; Boulder aerospace
SpinLaunch,spinlaunch.com,Space,Space Tech,Spacecraft & Satellites,INVESTMENT_PLAN_ANNOUNCED,5,2024,Spaceport America facility in New Mexico; kinetic launch testing ongoing,https://en.wikipedia.org/wiki/SpinLaunch,Novel launch technology; test facility operations
ABL Space Systems,ablspacesystems.com,Space,Space Tech,Spacecraft & Satellites,,5,2022,"30,000 sq ft R&D/production facilities; Port of Long Beach spacecraft processing",https://labusinessjournal.com/manufacturing/aerospace/abl-space-systems-leases-facility-port-long-beach/,Launch vehicle manufacturing; Southern California aerospace
SpaceX,spacex.com,Space,Space Tech,Spacecraft & Satellites,,4,2024,Dominant launch provider; Starship development; Starlink manufacturing at scale,https://en.wikipedia.org/wiki/SpaceX,Generally not seeking EDO assistance
Northrop Grumman,northropgrumman.com,Space,Space Tech,Spacecraft & Satellites,,4,2024,Major defense prime; space systems division; Cygnus resupply,https://en.wikipedia.org/wiki/Northrop_Grumman,Generally not seeking EDO assistance
Collins Aerospace,collinsaerospace.com,Space,Space Tech,Spacecraft & Satellites,,4,2024,Major aerospace supplier; space components,https://en.wikipedia.org/wiki/Collins_Aerospace,Generally not seeking EDO assistance
United Launch Alliance,ulalaunch.com,Space,Space Tech,Spacecraft & Satellites,,4,2024,Vulcan launch vehicle; established launch services,https://en.wikipedia.org/wiki/United_Launch_Alliance,Generally not seeking EDO assistance
Viasat,viasat.com,Space,Space Tech,Spacecraft & Satellites,,4,2024,Large satellite communications provider,https://en.wikipedia.org/wiki/Viasat,Generally not seeking EDO assistance
Virgin Galactic,virgingalactic.com,Space,Space Tech,Spacecraft & Satellites,,4,2024,Space tourism; New Mexico operations,https://en.wikipedia.org/wiki/Virgin_Galactic,Generally not seeking EDO assistance
Ball Aerospace,ballaerospace.com,Space,Space Tech,Spacecraft & Satellites,,4,2024,Major satellite manufacturer; defense and civil,https://en.wikipedia.org/wiki/Ball_Aerospace,Generally not seeking EDO assistance
Moog Inc,moog.com,Space,Space Tech,Spacecraft & Satellites,,4,2024,Space components supplier,https://en.wikipedia.org/wiki/Moog_Inc.,Generally not seeking EDO assistance
The Aerospace Corporation,aerospace.org,Space,Space Tech,Spacecraft & Satellites,,3,2024,FFRDC supporting national security space,https://en.wikipedia.org/wiki/The_Aerospace_Corporation,Research partnership opportunities
Spectrolab,spectrolab.com,Space,Space Tech,Spacecraft & Satellites,,3,2024,World's leading solar cell supplier for space,https://www.linkedin.com/company/spectrolab,Boeing subsidiary; established operations
EchoStar,echostar.com,Space,Space Tech,Spacecraft & Satellites,M&A,5,2024,Satellite communications; Hughes Network acquisition,https://en.wikipedia.org/wiki/EchoStar,Potential manufacturing partnerships
Spire Global,spire.com,Space,Space Tech,Spacecraft & Satellites,,5,2025,Weather intelligence constellation; Space as a Service,https://en.wikipedia.org/wiki/Spire_Global,Space-as-a-Service manufacturing partnerships
Satellogic,satellogic.com,Space,Space Tech,Spacecraft & Satellites,,5,2024,Sub-meter resolution Earth observation constellation,https://en.wikipedia.org/wiki/Satellogic,US expansion opportunities
Kepler Communications,keplercommunications.com,Space,Space Tech,Spacecraft & Satellites,,5,2024,LEO data relay constellation; 25+ satellites on-orbit,https://en.wikipedia.org/wiki/Kepler_Communications,US expansion opportunities
Fleet Space Technologies,fleetspace.com,Space,Space Tech,Spacecraft & Satellites,,5,2024,Satellite-enabled mineral exploration; ExoSphere constellation,https://en.wikipedia.org/wiki/Fleet_Space_Technologies,US expansion opportunities
Xona Space Systems,xonaspace.com,Space,Space Tech,Spacecraft & Satellites,FUNDING_LADDER,7,2025-06,$92M Series B (June 2025); next-era navigational intelligence,https://www.xonaspace.com/,PNT constellation expansion; California growth
Aerojet Rocketdyne,aerojetrocketdyne.com,Space,Space Tech,Spacecraft & Satellites,,4,2024,Major rocket propulsion supplier; acquired by L3Harris,https://en.wikipedia.org/wiki/Aerojet_Rocketdyne,Major prime; established operations
Beyond Gravity,beyondgravity.com,Space,Space Tech,Spacecraft & Satellites,,5,2024,Space structures and mechanisms; formerly RUAG Space,https://en.wikipedia.org/wiki/Beyond_Gravity,European space supplier; potential US expansion
Blue Canyon Technologies,bluecanyontech.com,Space,Space Tech,Spacecraft & Satellites,,5,2024,Small satellite bus manufacturer; RTX subsidiary,https://en.wikipedia.org/wiki/Blue_Canyon_Technologies,Colorado satellite manufacturing
GomSpace,gomspace.com,Space,Space Tech,Spacecraft & Satellites,,5,2024,Nanosatellite solutions; European manufacturer,https://en.wikipedia.org/wiki/GomSpace,US expansion opportunities
Accion Systems,accion-systems.com,Space,Space Tech,Spacecraft & Satellites,,5,2024,Electric propulsion for small satellites; TILE technology,https://en.wikipedia.org/wiki/Accion_Systems,Massachusetts propulsion manufacturing
Enpulsion,enpulsion.com,Space,Space Tech,Spacecraft & Satellites,,5,2024,FEEP electric propulsion systems; European leader,https://en.wikipedia.org/wiki/Enpulsion,US expansion opportunities
NanoAvionics,nanoavionics.com,Space,Space Tech,Spacecraft & Satellites,,5,2024,Small satellite missions and components; M6P bus,https://en.wikipedia.org/wiki/NanoAvionics,US expansion opportunities; satellite manufacturing
Endurosat,endurosat.com,Space,Space Tech,Spacecraft & Satellites,,5,2024,Small satellite manufacturer; shared satellite service,https://en.wikipedia.org/wiki/EnduroSat,US expansion opportunities
LeoLabs,leolabs.space,Space,Space Tech,Spacecraft & Satellites,,5,2024,Space domain awareness; global radar network,https://en.wikipedia.org/wiki/LeoLabs,Space surveillance infrastructure
COMSPOC,comspoc.com,Space,Space Tech,Spacecraft & Satellites,,5,2024,Space domain awareness and safety services,https://en.wikipedia.org/wiki/COMSPOC,Virginia space services
ExoAnalytic Solutions,exoanalytic.com,Space,Space Tech,Spacecraft & Satellites,,5,2024,Global optical telescope network for space surveillance,https://en.wikipedia.org/wiki/ExoAnalytic_Solutions,Space domain awareness growth
Momentus,momentus.space,Space,Space Tech,Spacecraft & Satellites,,5,2024,In-space transportation services; Vigoride vehicles,https://en.wikipedia.org/wiki/Momentus_(space_company),In-space transportation manufacturing
Rogue Space Systems,rogue.space,Space,Space Tech,Spacecraft & Satellites,,5,2024,Orbital robot servicers; Fred and Orbots,https://en.wikipedia.org/wiki/Rogue_Space_Systems,New Hampshire space manufacturing
ClearSpace,clearspace.today,Space,Space Tech,Spacecraft & Satellites,,5,2024,Active debris removal; ESA ClearSpace-1 mission 2026,https://en.wikipedia.org/wiki/ClearSpace,Debris removal technology; potential US operations
Space Forge,spaceforge.com,Space,Space Tech,Spacecraft & Satellites,,5,2024,In-space manufacturing; returnable ForgeStar satellites,https://en.wikipedia.org/wiki/Space_Forge,In-space manufacturing technology
OroraTech,ororatech.com,Space,Space Tech,Spacecraft & Satellites,,5,2024,Wildfire detection satellites; thermal imaging,https://en.wikipedia.org/wiki/OroraTech,US expansion opportunities
GHGSat,ghgsat.com,Space,Space Tech,Spacecraft & Satellites,,5,2024,Greenhouse gas monitoring satellites,https://en.wikipedia.org/wiki/GHGSat,Emissions monitoring; US expansion
Orbital Sidekick,orbitalsidekick.com,Space,Space Tech,Spacecraft & Satellites,,5,2024,Hyperspectral monitoring for oil/gas and infrastructure,https://en.wikipedia.org/wiki/Orbital_Sidekick,Hyperspectral satellite manufacturing
ispace,ispace-inc.com,Space,Space Tech,Spacecraft & Satellites,,5,2024,Lunar exploration and resource utilization,https://en.wikipedia.org/wiki/Ispace_(Japanese_company),Lunar technology; US expansion
Lunar Outpost,lunaroutpost.com,Space,Space Tech,Spacecraft & Satellites,CONTRACT_WIN,5,2024,Lunar rovers and ISRU technology; NASA contracts,https://en.wikipedia.org/wiki/Lunar_Outpost_(company),Colorado space manufacturing; lunar tech
TransAstra,transastra.com,Space,Space Tech,Spacecraft & Satellites,,5,2024,Orbital logistics and space resources; cislunar supply chain,https://en.wikipedia.org/wiki/TransAstra,Space resources technology
Advanced Space,advancedspace.com,Space,Space Tech,Spacecraft & Satellites,,5,2024,Cislunar navigation; CAPSTONE mission success,https://en.wikipedia.org/wiki/Advanced_Space,Colorado space software
Cognitive Space,cognitivespace.com,Space,Space Tech,Spacecraft & Satellites,,5,2024,AI-powered satellite operations automation,https://www.cognitivespace.com/,Houston space AI
Epsilon3,epsilon3.io,Space,Space Tech,Spacecraft & Satellites,,5,2024,Spacecraft operations software platform,https://www.epsilon3.io/,LA space software
Kayhan Space,kayhan.space,Space,Space Tech,Spacecraft & Satellites,,5,2024,Space traffic management and collision avoidance,https://www.kayhan.space/,Colorado space safety software
Privateer,privateer.com,Space,Space Tech,Spacecraft & Satellites,,5,2024,Space sustainability and debris tracking,https://www.privateer.com/,Space sustainability platform
GMV,gmv.com,Space,Space Tech,Spacecraft & Satellites,,5,2024,Space systems engineering and software,https://en.wikipedia.org/wiki/GMV_(company),European space software; US operations
All.Space,all.space,Space,Space Tech,Spacecraft & Satellites,,5,2024,Multi-beam smart antenna technology,https://www.all.space/,Antenna technology; US expansion
Atlas Space Operations,atlasspace.com,Space,Space Tech,Spacecraft & Satellites,,5,2024,Ground station network as a service,https://www.atlasspace.com/,Michigan space operations
KSAT,ksat.no,Space,Space Tech,Spacecraft & Satellites,,5,2024,Kongsberg satellite services; global ground network,https://en.wikipedia.org/wiki/KSAT,Norwegian space services
RBC Signals,rbcsignals.com,Space,Space Tech,Spacecraft & Satellites,,5,2024,Global ground station network,https://www.rbcsignals.com/,Washington state space operations
Dawn Aerospace,dawnaerospace.com,Space,Space Tech,Spacecraft & Satellites,,5,2024,Reusable rocket planes and green propulsion,https://en.wikipedia.org/wiki/Dawn_Aerospace,Green propulsion technology
HyImpulse,hyimpulse.de,Space,Space Tech,Spacecraft & Satellites,,5,2024,Hybrid rocket propulsion; paraffin-based,https://en.wikipedia.org/wiki/HyImpulse,German launch technology
Rocket Factory Augsburg,rfa.space,Space,Space Tech,Spacecraft & Satellites,,5,2024,RFA ONE launch vehicle; European microlauncher,https://en.wikipedia.org/wiki/Rocket_Factory_Augsburg,German launch manufacturing
Agnikul Cosmos,agnikul.in,Space,Space Tech,Spacecraft & Satellites,,5,2024,3D printed rocket engines; Agnibaan launch vehicle,https://en.wikipedia.org/wiki/Agnikul_Cosmos,Indian launch technology
Galactic Energy,galactic-energy.cn,Space,Space Tech,Spacecraft & Satellites,,4,2024,Chinese commercial launch provider,https://en.wikipedia.org/wiki/Galactic_Energy,Chinese company; limited US engagement
Zhuque Aerospace (Landspace),landspace.com,Space,Space Tech,Spacecraft & Satellites,,4,2024,Chinese commercial launch; Zhuque-2 methane rocket,https://en.wikipedia.org/wiki/LandSpace,Chinese company; limited US engagement
Zero 2 Infinity,zero2infinity.space,Space,Space Tech,Spacecraft & Satellites,,4,2024,Balloon-launched rockets; Bloostar,https://en.wikipedia.org/wiki/Zero_2_Infinity,Spanish launch technology
Vaya Space,vayaspace.com,Space,Space Tech,Spacecraft & Satellites,,5,2024,Hybrid rocket launch vehicles,https://en.wikipedia.org/wiki/Vaya_Space,Florida launch manufacturing
Virgin Orbit,virginorbit.com,Space,Space Tech,Spacecraft & Satellites,,2,2023,Air-launched rockets; filed for bankruptcy 2023,https://en.wikipedia.org/wiki/Virgin_Orbit,Ceased operations
Exolaunch,exolaunch.com,Space,Space Tech,Spacecraft & Satellites,,5,2024,Rideshare and deployment services,https://en.wikipedia.org/wiki/Exolaunch,Launch integration services
Skyrora,skyrora.com,Space,Space Tech,Spacecraft & Satellites,,5,2024,UK launch vehicle development; Skyrora XL,https://en.wikipedia.org/wiki/Skyrora,Scottish launch manufacturing
Aerospacelab,aerospacelab.be,Space,Space Tech,Spacecraft & Satellites,,5,2024,Small satellite manufacturer; Belgian space,https://en.wikipedia.org/wiki/Aerospacelab,European satellite manufacturing
ISISPACE,isispace.nl,Space,Space Tech,Spacecraft & Satellites,,5,2024,CubeSat and small satellite solutions,https://en.wikipedia.org/wiki/Innovative_Solutions_In_Space,Dutch small satellite provider
Millennium Space Systems,millennium-space.com,Space,Space Tech,Spacecraft & Satellites,,5,2024,Agile small satellites; Boeing subsidiary,https://en.wikipedia.org/wiki/Millennium_Space_Systems,Boeing subsidiary; established operations
OHB System,ohb.de,Space,Space Tech,Spacecraft & Satellites,,5,2024,German satellite manufacturer,https://en.wikipedia.org/wiki/OHB_System,European satellite manufacturing
Satrec Initiative,satreci.com,Space,Space Tech,Spacecraft & Satellites,,5,2024,Korean satellite manufacturer,https://en.wikipedia.org/wiki/Satrec_Initiative,Korean satellite technology
Surrey Satellite Technology Ltd,sstl.co.uk,Space,Space Tech,Spacecraft & Satellites,,5,2024,UK small satellite pioneer,https://en.wikipedia.org/wiki/SSTL,UK satellite manufacturing
Sidus Space,sidusspace.com,Space,Space Tech,Spacecraft & Satellites,,5,2024,Dual-use satellite manufacturing and AI,https://en.wikipedia.org/wiki/Sidus_Space,Florida satellite manufacturing
Bradford Space,bradford-space.com,Space,Space Tech,Spacecraft & Satellites,,5,2024,Propulsion systems and spacecraft components,https://www.bradford-space.com/,European propulsion supplier
Apollo Fusion (Astra),apollo-fusion.com,Space,Space Tech,Spacecraft & Satellites,,5,2024,Hall-effect thrusters; Astra subsidiary,https://en.wikipedia.org/wiki/Apollo_Fusion,Astra acquisition; California
Applied Ion Systems,appliedionsystems.com,Space,Space Tech,Spacecraft & Satellites,,5,2024,Micro-propulsion for small satellites,https://www.appliedionsystems.com/,Colorado micro-propulsion
Magdrive,magdrive.space,Space,Space Tech,Spacecraft & Satellites,,5,2024,Wireless power propulsion systems,https://www.magdrive.space/,UK propulsion technology
Orbion Space Technology,orbionspace.com,Space,Space Tech,Spacecraft & Satellites,,5,2024,Plasma propulsion for small satellites,https://en.wikipedia.org/wiki/Orbion_Space_Technology,Michigan propulsion manufacturing
VACCO Industries,vacco.com,Space,Space Tech,Spacecraft & Satellites,M&A,5,2025,Space valves and fluid control; acquired 2025,https://www.vacco.com/,California aerospace supplier
Astronics Corporation,astronics.com,Space,Space Tech,Spacecraft & Satellites,,4,2024,Aerospace test and lighting systems,https://en.wikipedia.org/wiki/Astronics_Corporation,New York aerospace supplier
Honeybee Robotics,honeybeerobotics.com,Space,Space Tech,Spacecraft & Satellites,,5,2024,Space robotics and mechanisms; Blue Origin subsidiary,https://en.wikipedia.org/wiki/Honeybee_Robotics,Colorado robotics; Blue Origin sub
Scout Space,scout.space,Space,Space Tech,Spacecraft & Satellites,,5,2024,On-orbit space domain awareness,https://www.scout.space/,Virginia SDA technology
Synthetaic,synthetaic.com,Space,Space Tech,Spacecraft & Satellites,,5,2024,AI for geospatial analysis; now RAIC Labs,https://en.wikipedia.org/wiki/Synthetaic,Wisconsin AI/ML
Kythera Space Solutions,kythera.space,Space,Space Tech,Spacecraft & Satellites,,5,2024,Space domain awareness and custody chain,https://kythera.space/,California SDA software
FreeFlyer (AI Solutions),ai-solutions.com,Space,Space Tech,Spacecraft & Satellites,,4,2024,Astrodynamics software; FreeFlyer platform,https://www.ai-solutions.com/,Maryland space software
Quilty Analytics,quiltyanalytics.com,Space,Space Tech,Spacecraft & Satellites,,3,2024,Space industry research and advisory,https://www.quiltyanalytics.com/,Research/advisory not manufacturing
Guident,guident.co,Space,Space Tech,Spacecraft & Satellites,,5,2024,Geospatial AI and automation,https://www.guident.co/,Virginia AI/ML
Aptos Orbital,aptosorbital.com,Space,Space Tech,Spacecraft & Satellites,,5,2024,Ground segment solutions,https://www.aptosorbital.com/,California ground systems
Astrogate Labs,astrogatelabs.com,Space,Space Tech,Spacecraft & Satellites,,5,2024,Optical inter-satellite links,https://www.astrogatelabs.com/,Indian laser comms
Lynk Global,lynk.world,Space,Space Tech,Spacecraft & Satellites,,5,2024,Satellite-direct-to-cell phone connectivity,https://en.wikipedia.org/wiki/Lynk_Global,Virginia satellite communications
Mangata Networks,mangatanetworks.com,Space,Space Tech,Spacecraft & Satellites,,5,2024,Multi-orbit broadband constellation,https://www.mangatanetworks.com/,California satellite broadband
Skykraft,skykraft.com.au,Space,Space Tech,Spacecraft & Satellites,,5,2024,Space-enabled air traffic management,https://www.skykraft.com.au/,Australian space company
Orbital Assembly,orbitalassembly.com,Space,Space Tech,Spacecraft & Satellites,,4,2024,Artificial gravity space stations,https://en.wikipedia.org/wiki/Orbital_Assembly,California space stations
Orbital Therapeutics,orbitaltx.com,Space,Space Tech,Spacecraft & Satellites,,5,2024,Microgravity pharmaceutical research,https://www.orbitaltx.com/,California pharma R&D
Swinburne University of Technology (Space),swinburne.edu.au,Space,Space Tech,Spacecraft & Satellites,,3,2024,Space research and education,https://en.wikipedia.org/wiki/Swinburne_University_of_Technology,Research institution
Loft Orbital,loftorbital.com,Space,Space Tech,Spacecraft & Satellites,INVESTMENT_PLAN_ANNOUNCED,2025,$140M funding led by BlackRock; space infrastructure platform; rapid satellite deployment,Event,7,https://www.startus-insights.com/innovators-guide/space-industry-outlook/
K2 Space,k2space.com,Space,Space Tech,Spacecraft & Satellites,INVESTMENT_PLAN_ANNOUNCED,2025,$110M Series B; large commercial satellite manufacturing; vertically integrated,Event,7,https://www.knobbe.com/blog/space-technology-investments-clear-the-launch-tower-in-2025/
Array Labs,arraylabs.com,Space,Space Tech,Spacecraft & Satellites,INVESTMENT_PLAN_ANNOUNCED,2025,Distributed radar satellite cluster; first 4-satellite production cluster Apr 2025; 3D Earth imagery,Event,6,https://insights.tryspecter.com/spacetech-landscape-2025/
True Anomaly,trueanomaly.space,Space,Space Tech,Spacecraft & Satellites,INVESTMENT_PLAN_ANNOUNCED,2025,$260M Series C; military-class orbital systems; Jackal inspection vehicle; DoD contracts,Event,8,https://www.knobbe.com/blog/space-technology-investments-clear-the-launch-tower-in-2025/
Hitachi Energy,hitachienergy.com,Energy,Clean Energy,Grid Equipment,INVESTMENT_PLAN_ANNOUNCED,10,2025,$1B+ US investment; $457M South Boston VA 2nd facility Sept 2025; $106M Alamo TN expansion; $6B global 2024,https://www.manufacturingdive.com/news/hitachi-unveils-1b-grid-manufacturing-investment-virginia-transformer/759512/,$1B US grid investment; VA + TN expansion
Siemens Energy,siemens-energy.com,Energy,Clean Energy,Grid Equipment,INVESTMENT_PLAN_ANNOUNCED,8,2025,US transformer factory expansion; dry-transformer facilities; grid solutions growth,https://www.npcelectric.com/news/transformer-market-2025-performance-and-2026-outlook.html,US manufacturing expansion
Eaton,eaton.com,Energy,Clean Energy,Grid Equipment,INVESTMENT_PLAN_ANNOUNCED,9,2025,$340M Jonesville SC 3rd transformer facility Feb 2025; $1B+ NA investment since 2023; production 2027,https://www.eaton.com/us/en-us/company/news-insights/news-releases/2025/eaton-invests-in-new-south-carolina-transformer-manufacturing.html,$340M SC transformer plant; $1B+ since 2023
GE Vernova,gevernova.com,Energy,Clean Energy,Grid Equipment,INVESTMENT_PLAN_ANNOUNCED,8,2025,$20M Charleroi PA switchgear + Clearwater FL expansion; HVDC expertise; utility-scale grid solutions,https://www.reuters.com/business/energy/grid-equipment-makers-invest-us-ease-supply-shortage--reeii-2025-12-02/,PA + FL grid expansion
ABB,abb.com,Energy,Clean Energy,Grid Equipment,M&A,8,2025,US low-voltage switchgear capacity expansion; SEAM acquisition 2024; domestic production ramp,https://switchgear-magazine.com/tm-news/business/data-centers-surge-but-u-s-grid-faces-hardware-bottlenecks/,US switchgear manufacturing expansion
Schneider Electric,se.com,Energy,Clean Energy,Grid Equipment,INVESTMENT_PLAN_ANNOUNCED,7,2025,Broad energy management portfolio; strong data center position; ASCO critical power brand; US manufacturing,https://medium.com/@_mh/switchgear-cables-and-gensets-the-quiet-winners-of-the-ai-data-center-boom-1c01bd41a67c,Data center electrical leader
Prolec GE,prolec.energy,Energy,Clean Energy,Grid Equipment,M&A,9,2025,$140M North Carolina facility 2025 doubling capacity; acquired SPX Waukesha; 144K sqft NC plant,https://finance.yahoo.com/news/u-transformers-industry-research-report-080100983.html,$140M NC + Waukesha facilities
Virginia Transformer Corp,vatransformer.com,Energy,Clean Energy,Grid Equipment,INVESTMENT_PLAN_ANNOUNCED,9,2025,Largest US-owned transformer maker; 6 facilities (Roanoke + Troutville VA + Rincon GA + Pocatello ID); IPM production,https://en.wikipedia.org/wiki/Virginia_Transformer_Corporation,Largest US-owned; 6 facilities
SPX Transformer Solutions,spxtransformersolutions.com,Energy,Clean Energy,Grid Equipment,INVESTMENT_PLAN_ANNOUNCED,8,2025,$70M Waukesha expansion; Goldsboro NC 50th anniversary; 1200+ US employees; 5-1200 MVA up to 345kV,https://www.spx.com/spx-transformer-solutions-goldsboro-north-carolina-facility-celebrates-50th-anniversary/,Waukesha + Goldsboro manufacturing
ERMCO,ermco-eci.com,Energy,Clean Energy,Grid Equipment,INVESTMENT_PLAN_ANNOUNCED,8,2025,9 millionth transformer milestone Jun 2025; 3500+ employees; utility + renewable + commercial markets,https://www.ermco-eci.com/ermco-nine-millionth-transformer/,9M+ transformers; Tennessee manufacturing
Howard Industries,howard-ind.com,Energy,Clean Energy,Grid Equipment,,6,2024,Mississippi manufacturing; major US distribution transformer maker; utility supplier; employee-owned,https://www.newton-evans.com/a-mid-2024-assessment-of-the-u-s-distribution-transformer-industry/,Mississippi transformer manufacturing
Delta Star,deltastar.com,Energy,Clean Energy,Grid Equipment,,6,2024,Virginia manufacturing; US-owned since 1908; power transformer specialist; 115+ years,https://www.zetwerk.com/en-us/resources/knowledge-base/transformers/list-of-transformer-manufacturing-companies-in-usa/,Virginia transformer manufacturing
Hyosung Heavy Industries,hyosungheavyindustries.com,Energy,Clean Energy,Grid Equipment,INVESTMENT_PLAN_ANNOUNCED,9,2025,Hyosung HICO Memphis TN expanding Nov 2025 (2nd time in 6 months); doubling US output to 150 units/year; $720B won investment,https://www.kedglobal.com/energy/newsView/ked202503030002,Memphis TN doubling capacity
Mitsubishi Electric,mitsubishielectric.com,Energy,Clean Energy,Grid Equipment,,6,2024,Memphis TN manufacturing; Japanese quality; power systems + grid automation focus,https://www.zetwerk.com/en-us/resources/knowledge-base/transformers/list-of-transformer-manufacturing-companies-in-usa/,Tennessee manufacturing
Toshiba Energy,toshiba-energy.com,Energy,Clean Energy,Grid Equipment,,5,2024,Power transformer expertise; T&D solutions; global presence; Houston TX operations,https://www.marketsandmarkets.com/ResearchInsight/transformer-market.asp,Power transformer solutions
WEG Transformers USA,weg.us,Energy,Clean Energy,Grid Equipment,M&A,8,2025,$77M 5th NA factory expansion Sept 2025; 3 Missouri facilities; acquired CG Power USA; wind/solar focus,https://www.missourinet.com/2025/09/23/washington-missouri-lands-major-expansion-from-weg-transformers/,$77M Missouri expansion; 5th NA factory
Hammond Power Solutions,hammondpowersolutions.com,Energy,Clean Energy,Grid Equipment,INVESTMENT_PLAN_ANNOUNCED,7,2024,Largest dry-type transformer maker in North America; US + Canada facilities; industrial + commercial,https://americas.hammondpowersolutions.com/,Largest NA dry-type maker
Olsun Electrics,olsun.com,Energy,Clean Energy,Grid Equipment,,6,2024,American custom transformer maker; 75 years; power + distribution dry-type; global installations,https://www.olsun.com/about-us/,American custom transformers; 75 years
Niagara Power Transformer,niagarapowertransformer.com,Energy,Clean Energy,Grid Equipment,,6,2024,Liquid-filled power + special application transformers; extreme conditions focus; Buffalo NY manufacturing,https://www.niagarapowertransformer.com/,Buffalo NY transformer manufacturing
Maddox Industrial Transformer,maddox.com,Energy,Clean Energy,Grid Equipment,,6,2024,New + remanufactured transformers; padmount + substation + dry-type; Texas-based; fast delivery,https://www.maddox.com/,Texas transformer sales + service
S&C Electric,sandc.com,Energy,Clean Energy,Grid Equipment,INVESTMENT_PLAN_ANNOUNCED,8,2025,Chicago-based since 1911; reclosers + switchgear + grid automation; global T&D switching leader,https://www.sandc.com/,Chicago; switchgear + recloser leader
Powell Industries,powellind.com,Energy,Clean Energy,Grid Equipment,M&A,8,2025,Acquired GE MV ANSI switchgear line; Houston HQ; PowlVac switchgear; US + Canada + UK operations,https://powellindustriesinc.gcs-web.com/news-releases/news-release-details/powell-industries-announces-acquisition-ge-medium-voltage-ansi,Acquired GE MV switchgear line
Vertiv,vertiv.com,Energy,Clean Energy,Grid Equipment,INVESTMENT_PLAN_ANNOUNCED,8,2025,Data center UPS + switchgear + thermal; Ohio HQ; AI/data center demand surge beneficiary,https://en.wikipedia.org/wiki/Vertiv,Data center power + switchgear
Lucy Electric,lucyelectric.com,Energy,Clean Energy,Grid Equipment,,6,2024,UK secondary switchgear specialist; Ring Main Units; distribution automation; 115+ years,https://www.lucyelectric.com/all-secondary-switchgear-products/,UK switchgear; RMU specialist
Tavrida Electric,tavrida.com,Energy,Clean Energy,Grid Equipment,INVESTMENT_PLAN_ANNOUNCED,7,2024,Top 3 global recloser supplier; MV vacuum switchgear; SF6-free technology; grid automation,https://www.tavrida.com/tena/solutions/automatic-circuit-reclosers/tavrida-reclosers/,Top 3 recloser supplier; SF6-free
Ormazabal,ormazabal.com,Energy,Clean Energy,Grid Equipment,,6,2024,Spanish MV switchgear; secondary distribution; Velatia Group subsidiary; European manufacturing,https://www.skyquestt.com/report/medium-voltage-switchgear-market/companies,Spanish MV switchgear
SEL (Schweitzer Engineering),selinc.com,Energy,Clean Energy,Grid Equipment,INVESTMENT_PLAN_ANNOUNCED,8,2025,Protection relays + grid automation + control systems; Pullman WA; prevents blackouts; critical infrastructure,https://selinc.com/company/about/,Protection + grid automation leader
Hubbell,hubbell.com,Energy,Clean Energy,Grid Equipment,INVESTMENT_PLAN_ANNOUNCED,8,2025,Utility solutions segment; substation equipment; grid modernization; renewable infrastructure; Fortune 500,https://www.hubbell.com/hubbell/en,Utility + electrical solutions
Valmont Industries,valmontutility.com,Energy,Clean Energy,Grid Equipment,INVESTMENT_PLAN_ANNOUNCED,7,2025,Utility poles + substations + solar trackers; steel + concrete + composite poles; lattice towers,https://en.wikipedia.org/wiki/Valmont_Industries,Utility poles + substations
Arcosa,arcosa.com,Energy,Clean Energy,Grid Equipment,INVESTMENT_PLAN_ANNOUNCED,8,2025,Utility structures + wind towers + traffic poles; Meyer Utility Structures brand; Texas-based; spun from Trinity,https://www.arcosa.com/engineered-structure/,Utility structures + wind towers
Preformed Line Products,plp.com,Energy,Clean Energy,Grid Equipment,,6,2024,Cable anchoring + control hardware; splice closures; Cleveland OH since 1947; global operations,https://plp.com/,Cleveland cable hardware leader
MacLean Power Systems,macleanpower.com,Energy,Clean Energy,Grid Equipment,,6,2024,Utility connectors + insulators + surge arresters + pole line hardware; Illinois-based; nationwide,https://www.macleanpower.com/,Illinois utility hardware
