company_name,company_slug,website,current_signal_code,signal_date,signal_text,source_url,valid_signal_code,action
Fate Therapeutics,fate-therapeutics,https://fatetherapeutics.com,investment_plan_announced,2019-09-01,In-house cGMP facility for iPSC-derived off-the-shelf cell therapies; NK cells and T cells from mast,https://ir.fatetherapeutics.com/news-releases/news-release-details/fate-therapeutics-announces-opening-its-cgmp-manufacturing,INVESTMENT_PLAN_ANNOUNCED,KEEP
Figure AI,figure-ai,https://www.figure.ai/,new_facility,2025-01-01,$1B+ Series C at $39B valuation + BotQ manufacturing facility buildout,https://www.figure.ai/news/series-c,,DELETE
Firefly Aerospace,firefly-aerospace,https://fireflyspace.com,new_facility,2025-01-01,"Doubled Briggs TX facility to 207,000 sq ft (Feb 2024); Rocket Ranch expansion",https://fireflyspace.com/news/firefly-aerospace-doubles-facilities-in-briggs-texas-to-support-medium-launch-vehicle/,,DELETE
Firefly Aerospace,firefly-aerospace,https://fireflyspace.com,new_facility,2025-01-01,"Doubled Briggs TX facility to 207,000 sq ft (Feb 2024); Rocket Ranch expansion",https://fireflyspace.com/news/firefly-aerospace-doubles-facilities-in-briggs-texas-to-support-medium-launch-vehicle/,,DELETE
Firehawk Aerospace,firehawk-aerospace,https://firehawkaerospace.com/,,,,,,
First Solar,first-solar,firstsolar.com,new_facility,2025-01-01,$1.1B Alabama factory opened 2024 (3.5 GW); Louisiana $1.1B plant Q3 2025 (3.5 GW); Ohio 3 plants; 1,https://www.pv-tech.org/first-solar-to-open-new-3-7gw-us-manufacturing-plant-in-2026/,,DELETE
First Solar,first-solar,firstsolar.com,new_facility,2025-01-01,$1.1B Alabama factory opened 2024 (3.5 GW); Louisiana $1.1B plant Q3 2025 (3.5 GW); Ohio 3 plants; 1,https://www.pv-tech.org/first-solar-to-open-new-3-7gw-us-manufacturing-plant-in-2026/,,DELETE
Fleet Space Technologies,fleet-space-technologies,https://fleetspace.com,,,,,,
Fluence Energy,fluence-energy,https://fluenceenergy.com/,new_facility,2025-01-01,Arizona manufacturing open; Houston thermal; $700M US investment; 1200+ jobs; 2.2 GWh Excelsior deal,https://ir.fluenceenergy.com/news-releases/news-release-details/fluence-expands-us-manufacturing-footprint-enclosure-and-battery,,DELETE
Fluence Energy,fluence-energy,https://fluenceenergy.com/,new_facility,2025-01-01,Arizona manufacturing open; Houston thermal; $700M US investment; 1200+ jobs; 2.2 GWh Excelsior deal,https://ir.fluenceenergy.com/news-releases/news-release-details/fluence-expands-us-manufacturing-footprint-enclosure-and-battery,,DELETE
Ford Energy,ford-energy,https://www.ford.com/,new_facility,2025-01-01,$2B BlueOval Battery Park Marshall; pivoting to grid/data center; 20 GWh capacity; CATL LFP tech,https://finance.yahoo.com/news/ford-starting-battery-storage-business-211745514.html,,DELETE
Forge Biologics,forge-biologics,https://forgebiologics.com,investment_plan_announced,2023-01-01,CDMO building 200K+ sq ft 'The Hearth' facility; manufacturing for multiple clients,https://www.forgebiologics.com/,INVESTMENT_PLAN_ANNOUNCED,KEEP
Form Energy,form-energy,https://formenergy.com,funding_round,2024-10-15,Form Energy Raises $450M Series E,https://formenergy.com/press,FUNDING_LADDER,UPDATE
Form Energy,form-energy,https://formenergy.com,new_facility,2024-09-22,Form Energy Announces West Virginia Manufacturing Plant,https://formenergy.com/press,,DELETE
Form Energy,form-energy,https://formenergy.com,new_facility,2025-01-01,$900M+ Series E 2025; West Virginia gigafactory construction; 100+ hour storage; multi-day grid stor,https://storm4.com/resources/industry-insights/energy-storage-startups-us/,,DELETE
Form Energy,form-energy,https://formenergy.com,new_facility,2025-01-01,$900M+ Series E 2025; West Virginia gigafactory construction; 100+ hour storage; multi-day grid stor,https://storm4.com/resources/industry-insights/energy-storage-startups-us/,,DELETE
FormFactor,formfactor,formfactor.com,,,,,,
FreeFlyer (AI Solutions),freeflyer-ai-solutions,https://ai-solutions.com,,,,,,
FuelCell Energy,fuelcell-energy,fuelcellenergy.com,,,,,,
FuriosaAI,furiosaai,furiosa.ai,new_facility,2025-01-01,$125M Series C; tensor contraction processor; mass production of LLM accelerator,https://furiosa.ai/blog/announcing-furiosaais-125m-series-c-bridge-funding-to-scale-sustainable-ai-compute/,,DELETE
Galactic Energy,galactic-energy,https://galactic-energy.cn,,,,,,
GameChange Solar,gamechange-solar,gamechangesolar.com,new_facility,2025-01-01,13.7 GW shipped 2024; US manufacturing; Genius Tracker; aggressive growth,https://www.globenewswire.com/news-release/2025/11/04/3180573/0/en/Solar-Tracker-Market-to-Reach-US-32-43-Billion-by-2033-Astute-Analytica.html,,DELETE
GE Aerospace,ge-aerospace,https://www.geaerospace.com/,,,,,,
GE Hitachi Nuclear Energy,ge-hitachi-nuclear-energy,gevernova.com/nuclear,,,,,,
GE Vernova,ge-vernova,https://www.gevernova.com/,new_facility,2025-01-01,$20M Charleroi PA switchgear + Clearwater FL expansion; HVDC expertise; utility-scale grid solutions,https://www.reuters.com/business/energy/grid-equipment-makers-invest-us-ease-supply-shortage--reeii-2025-12-02/,,DELETE
GE Vernova,ge-vernova,https://www.gevernova.com/,earnings_signal,2026-02-04,8-K filed Feb 4 - continued expansion activity,https://www.sec.gov/cgi-bin/browse-edgar?CIK=1996810,,DELETE
GE Vernova,ge-vernova,https://www.gevernova.com/,new_facility,2025-01-01,$20M Charleroi PA switchgear + Clearwater FL expansion; HVDC expertise; utility-scale grid solutions,https://www.reuters.com/business/energy/grid-equipment-makers-invest-us-ease-supply-shortage--reeii-2025-12-02/,,DELETE
GE Vernova,ge-vernova,https://www.gevernova.com/,earnings_signal,2026-02-04,8-K filed Feb 4 - continued expansion activity,https://www.sec.gov/cgi-bin/browse-edgar?CIK=1996810,,DELETE
Generac Power Systems,generac-power-systems,generac.com,new_facility,2025-01-01,345K sqft Beaver Dam facility Jul 2025; Sussex WI C&I expansion Jan 2026; megawatt-scale data center,https://investors.generac.com/news-releases/news-release-details/generac-expands-its-commercial-industrial-manufacturing,,DELETE
Generac Power Systems,generac-power-systems,generac.com,new_facility,2025-01-01,345K sqft Beaver Dam facility Jul 2025; Sussex WI C&I expansion Jan 2026; megawatt-scale data center,https://investors.generac.com/news-releases/news-release-details/generac-expands-its-commercial-industrial-manufacturing,,DELETE
General Atomics EMS,general-atomics-ems,https://www.ga.com/,,,,,,
General Dynamics,general-dynamics,https://www.gd.com/,,,,,,
Generation Bio,generation-bio,https://generationbio.com,expansion_announcement,2026-02-14,Signal detected,https://investors.generationbio.com/news-releases/news-release-details/generation-bio-announces-breakthrough-its-non-viral-genetic,,DELETE
GHGSat,ghgsat,https://ghgsat.com,,,,,,
GlobalFoundries,globalfoundries,gf.com,new_facility,2025-06-01,GlobalFoundries $16B US Investment,https://gf.com/gf-press-release/globalfoundries-announces-16b-u-s-investment/,,DELETE
GlobalFoundries,globalfoundries,gf.com,new_facility,2025-01-01,$16B US investment Jun 2025; $1.5B CHIPS award; Malta NY 358K sqft new fab; Vermont modernization; a,https://gf.com/gf-press-release/globalfoundries-announces-16b-u-s-investment-to-reshore-essential-chip-manufacturing-and-accelerate-ai-growth/,,DELETE
GlobalFoundries,globalfoundries,gf.com,new_facility,2025-01-01,$16B US investment Jun 2025; $1.5B CHIPS award; Malta NY 358K sqft new fab; Vermont modernization; a,https://gf.com/gf-press-release/globalfoundries-announces-16b-u-s-investment-to-reshore-essential-chip-manufacturing-and-accelerate-ai-growth/,,DELETE
GMV,gmv,https://gmv.com,,,,,,
GomSpace,gomspace,https://gomspace.com,,,,,,
Gotion,gotion,https://www.gotion.com/,,,,,,
Gracell Biotechnologies (AstraZeneca),gracell-biotechnologies-astrazeneca,https://gracellbio.com,expansion_announcement,2026-02-14,Signal detected,https://www.astrazeneca.com/media-centre/press-releases/2023/astrazeneca-to-acquire-gracell-furthering-cell-therapy-ambition-across-oncology-and-autoimmune-diseases.html,,DELETE
Graham Corp,graham-corp,https://grahamcorp.com,facility_opening,2026-02-06,30K sqft Navy manufacturing facility completed in Batavia NY,https://news.alphastreet.com/graham-corporation-expands-capabilities-across-defense-energy-and-space-markets/,,DELETE
Graham Corp,graham-corp,https://grahamcorp.com,facility_opening,2026-02-06,30K sqft Navy manufacturing facility completed in Batavia NY,https://news.alphastreet.com/graham-corporation-expands-capabilities-across-defense-energy-and-space-markets/,,DELETE
Graybar Electric,graybar-electric,graybar.com,,,,,,
Guident,guident,https://guident.co,,,,,,
Hammond Power Solutions,hammond-power-solutions,hammondpowersolutions.com,,,,,,
HAMR Industries,hamr-industries,https://www.hamrindustries.com/,,,,,,
Hanmi Semiconductor,hanmi-semiconductor,hanmisemi.com,,,,,,
Hanwha Qcells,hanwha-qcells,https://www.hanwhaaerospace.com,new_facility,2025-01-01,$2.5B Cartersville GA fully integrated (3.3 GW); 8.4 GW total GA capacity; only NA company with full,https://us.qcells.com/blog/qcells-invests-2-5-billion-in-building-complete-solar-supply-chain-in-u-s/,,DELETE
Hanwha Qcells,hanwha-qcells,https://www.hanwhaaerospace.com,new_facility,2025-01-01,$2.5B Cartersville GA fully integrated (3.3 GW); 8.4 GW total GA capacity; only NA company with full,https://us.qcells.com/blog/qcells-invests-2-5-billion-in-building-complete-solar-supply-chain-in-u-s/,,DELETE
HawkEye 360,hawkeye-360,https://he360.com,,,,,,
Haynes International,haynes-international,https://haynesintl.com/,,,,,,
Heliene,heliene,heliene.com,new_facility,2025-01-01,Minnesota facility operational; Canadian + US manufacturing; Iron Range expansion,https://www.solarpowerworldonline.com/2023/10/3sun-expects-its-american-made-solar-cells-to-enter-market-in-2025/,,DELETE
Heliene,heliene,heliene.com,new_facility,2025-01-01,Minnesota facility operational; Canadian + US manufacturing; Iron Range expansion,https://www.solarpowerworldonline.com/2023/10/3sun-expects-its-american-made-solar-cells-to-enter-market-in-2025/,,DELETE
Hera Technologies,hera-technologies,https://www.heratechnologies.com/,,,,,,
Heraeus Electronics,heraeus-electronics,heraeus-electronics.com,,,,,,
Hermeus,hermeus,https://www.hermeus.com/,,,,,,
Hexcel Corporation,hexcel-corporation,https://hexcel.com/,,,,,,
HIMOINSA,himoinsa,himoinsa.com,,,,,,
Hitachi Energy,hitachi-energy,hitachienergy.com,new_facility,2025-01-01,$1B+ US investment; $457M South Boston VA 2nd facility Sept 2025; $106M Alamo TN expansion; $6B glob,https://www.manufacturingdive.com/news/hitachi-unveils-1b-grid-manufacturing-investment-virginia-transformer/759512/,,DELETE
Hitachi Energy,hitachi-energy,hitachienergy.com,new_facility,2025-01-01,$1B+ US investment; $457M South Boston VA 2nd facility Sept 2025; $106M Alamo TN expansion; $6B glob,https://www.manufacturingdive.com/news/hitachi-unveils-1b-grid-manufacturing-investment-virginia-transformer/759512/,,DELETE
Hitachi High-Tech,hitachi-high-tech,hitachi-hightech.com,new_facility,2025-01-01,New Kasado production facility completed 2025; etching systems expansion,https://www.hitachi.com/New/cnews/month/2023/04/230418a.html,,DELETE
Hitachi High-Tech,hitachi-high-tech,hitachi-hightech.com,new_facility,2025-01-01,New Kasado production facility completed 2025; etching systems expansion,https://www.hitachi.com/New/cnews/month/2023/04/230418a.html,,DELETE
Holtec International,holtec-international,holtecinternational.com,new_facility,2025-01-01,$400M DOE funding Dec 2025; SMR-300 multi-site deployment; Palisades plant restart,https://world-nuclear-news.org/articles/two-smr-projects-selected-for-us-federal-funding,,DELETE
Homology Medicines,homology-medicines,https://homologymedicines.com,expansion_announcement,2026-02-14,Signal detected,https://www.homologymedicines.com/contact-us/,,DELETE
Honeybee Robotics,honeybee-robotics,https://honeybeerobotics.com,,,,,,
Honeywell Aerospace,honeywell-aerospace,https://aerospace.honeywell.com/,,,,,,
Howard Industries,howard-industries,howard-ind.com,,,,,,
Hoya,hoya,hoya.com,,,,,,
Hubbell,hubbell,hubbell.com,,,,,,
HydrogenPro,hydrogenpro,hydrogenpro.com,new_facility,2025-01-01,Large-scale alkaline modules; electrode production expansion; industrial hydrogen,https://www.snsinsider.com/blogs/leading-hydrogen-electrolyzer-manufacturers-in-2025,,DELETE
HyImpulse,hyimpulse,https://hyimpulse.de,,,,,,
Hyosung Heavy Industries,hyosung-heavy-industries,hyosungheavyindustries.com,new_facility,2025-01-01,Hyosung HICO Memphis TN expanding Nov 2025 (2nd time in 6 months); doubling US output to 150 units/y,https://www.kedglobal.com/energy/newsView/ked202503030002,,DELETE
Hyosung Heavy Industries,hyosung-heavy-industries,hyosungheavyindustries.com,new_facility,2025-01-01,Hyosung HICO Memphis TN expanding Nov 2025 (2nd time in 6 months); doubling US output to 150 units/y,https://www.kedglobal.com/energy/newsView/ked202503030002,,DELETE
HyperSciences,hypersciences,https://hypersciences.com/,,,,,,
Hypersonix Launch Systems,hypersonix-launch-systems,https://www.hypersonix.com,,,,,,
Ibiden,ibiden,ibiden.co.jp,new_facility,2025-12-01,Ibiden $3.3B Japan Expansion,https://www.digitimes.com/news/a20260204PD227/ibiden-expansion-capacity-production-plant.html,,DELETE
Ibiden,ibiden,ibiden.co.jp,new_facility,2025-01-01,$3.3B investment over 3 years from FY2026; new Gifu factory late 2025; 40% AI server output boost,https://www.digitimes.com/news/a20260204PD227/ibiden-expansion-capacity-production-plant.html,,DELETE
ICEYE,iceye,https://iceye.com,new_facility,2025-01-01,JV with Rheinmetall for SAR manufacturing at Neuss Germany (Q2 2026); Spain manufacturing center; UA,https://www.janes.com/osint-insights/defence-news/air/rheinmetall-and-iceye-to-establish-joint-sar-satellite-production,,DELETE
Immatics,immatics,https://immatics.com,us_entity_formation,2025-10-01,German company with 100K sq ft US manufacturing facility in Houston; TCR-T for solid tumors,https://immatics.com/manufacturing/,US_ENTITY_FORMATION,KEEP
Impulse Space,impulse-space,https://impulsespace.com,new_facility,2025-01-01,$300M Series C (June 2025); NASA orbital transfer contract; scaling manufacturing,https://www.impulsespace.com/updates/impulse-space-secures-300-million-dollar-series-c-to-accelerate-the-future-of-in-space-mobility,,DELETE
Infineon Technologies,infineon-technologies,infineon.com,,,,,,
INNIO Group,innio-group,innio.com,,,,,,
Instil Bio,instil-bio,https://instilbio.com,investment_plan_announced,2022-01-01,70K sq ft LA facility for TIL therapy; CoStAR-TIL platform to enhance tumor microenvironment activit,https://ir.instilbio.com/news-releases/news-release-details/instil-bio-announces-ind-clearance-first-costar-til-program-itil,INVESTMENT_PLAN_ANNOUNCED,KEEP
Intel,intel,https://intel.com,new_facility,2025-10-01,Intel Ohio Megafab + CHIPS Award,https://www.nist.gov/chips/intel-corporation-arizona-chandler,,DELETE
Intel,intel,https://intel.com,new_facility,2025-01-01,$8.5B CHIPS Act award; Fab 52 Chandler opened Oct 2025; $100B Ohio megafab (2 fabs); 18A process; In,https://www.nist.gov/chips/intel-corporation-arizona-chandler,,DELETE
Intel,intel,https://intel.com,new_facility,2025-01-01,$8.5B CHIPS Act award; Fab 52 Chandler opened Oct 2025; $100B Ohio megafab (2 fabs); 18A process; In,https://www.nist.gov/chips/intel-corporation-arizona-chandler,,DELETE
Iovance Biotherapeutics,iovance-biotherapeutics,https://iovance.com,regulatory_milestone,2024-02-01,AMTAGVI (lifileucel) approved Feb 2024 for melanoma; 136K sq ft Cell Therapy Center in Philadelphia ,https://www.iovance.com/iovance-cell-therapy-center/,REGULATORY_MILESTONE,KEEP
IQE,iqe,iqep.com,,,,,,
IronRidge,ironridge,ironridge.com,,,,,,
Isar Aerospace,isar-aerospace,https://isaraerospace.com,new_facility,2025-01-01,€150M convertible bond (June 2025); Munich production expansion; €220M+ Series C with NATO,https://europeanspaceflight.com/isar-aerospace-raises-e150m-through-convertible-bond-agreement/,,DELETE
ISISPACE,isispace,https://isispace.nl,,,,,,
ispace,ispace,https://ispace-inc.com,,,,,,
ITM Power,itm-power,itm-power.com,,,,,,
Itron,itron,itron.com,,,,,,
JA Solar,ja-solar,jasolar.com,new_facility,2025-01-01,Phoenix AZ 2 GW module factory announced; targeting US domestic content,https://unicorn-sd.com/jinkosolar-trina-solar-ja-solar-longi-and-csi-solar-considered-the-worlds-top-five-module-manufacturers-have-established-or-plan-to-construct-manufacturing-facilities-in-the-us/,,DELETE
JA Solar,ja-solar,jasolar.com,new_facility,2025-01-01,Phoenix AZ 2 GW module factory announced; targeting US domestic content,https://unicorn-sd.com/jinkosolar-trina-solar-ja-solar-longi-and-csi-solar-considered-the-worlds-top-five-module-manufacturers-have-established-or-plan-to-construct-manufacturing-facilities-in-the-us/,,DELETE
Jaguar Gene Therapy,jaguar-gene-therapy,https://jaguargenetherapy.com,investment_plan_announced,2025-12-01,$125M 200-job manufacturing facility in RTP NC; JAG201 for autism/Phelan-McDermid,https://www.ncbiotech.org/news/jaguar-gene-therapy-build-1254-m-200-job-manufacturing-site-rtp,INVESTMENT_PLAN_ANNOUNCED,KEEP
JinkoSolar,jinkosolar,jinkosolar.com,new_facility,2025-01-01,Jacksonville FL 2 GW module factory; $67M investment; 600 jobs; operational 2024,https://finance.yahoo.com/news/factbox-chinese-owned-solar-factories-100904217.html,,DELETE
JinkoSolar,jinkosolar,jinkosolar.com,new_facility,2025-01-01,Jacksonville FL 2 GW module factory; $67M investment; 600 jobs; operational 2024,https://finance.yahoo.com/news/factbox-chinese-owned-solar-factories-100904217.html,,DELETE
Joby Aviation,joby-aviation,https://jobyaviation.com,regulatory_approval,2024-11-08,Joby Receives FAA Part 135 Air Carrier Certification,https://jobyaviation.com/news,,DELETE
Joby Aviation,joby-aviation,https://jobyaviation.com,partnership,2024-08-14,Joby and Delta Air Lines Expand Partnership,https://news.delta.com,,DELETE
Joby Aviation,joby-aviation,https://jobyaviation.com,new_facility,2025-01-01,36 SEC filings re: expansion; Toyota alliance; FAA certification on track; Marina CA manufacturing,https://www.sec.gov/cgi-bin/browse-edgar?CIK=1819848,,DELETE
Joby Aviation,joby-aviation,https://jobyaviation.com,new_facility,2025-01-01,36 SEC filings re: expansion; Toyota alliance; FAA certification on track; Marina CA manufacturing,https://www.sec.gov/cgi-bin/browse-edgar?CIK=1819848,,DELETE
John Cockerill,john-cockerill,johncockerill.com,,,,,,
JSR Corporation,jsr-corporation,jsr.co.jp,,,,,,
K2 Space,k2-space,k2space.com,,,,,,
Kairos Power,kairos-power,kairospower.com,new_facility,2025-01-01,Hermes reactor nuclear construction started May 2025 in Oak Ridge TN; first commercial reactor next ,https://kairospower.com/external_updates/kairos-power-begins-nuclear-construction-of-hermes-demonstration-reactor/,,DELETE
Kairos Power,kairos-power,kairospower.com,new_facility,2025-01-01,Hermes reactor nuclear construction started May 2025 in Oak Ridge TN; first commercial reactor next ,https://kairospower.com/external_updates/kairos-power-begins-nuclear-construction-of-hermes-demonstration-reactor/,,DELETE
Kawasaki Gas Turbines,kawasaki-gas-turbines,kawasaki.com,,,,,,
Kayhan Space,kayhan-space,https://kayhan.space,,,,,,
Kepler Communications,kepler-communications,https://keplercommunications.com,,,,,,
King Yuan Electronics (KYEC),king-yuan-electronics-kyec,kyec.com.tw,new_facility,2025-01-01,Singapore expansion accelerating; triple AI chip testing contracts; capex increased to NT$12.3B,https://www.digitimes.com/news/a20251222PD210/expansion-king-yuan-testing-kyec-ai-chip.html,,DELETE
Kinsus Interconnect,kinsus-interconnect,kinsus.com.tw,,,,,,
Kite Pharma (Gilead),kite-pharma-gilead,https://kitepharma.com,expansion_announcement,2026-02-14,Signal detected,https://www.kitepharma.com/,,DELETE
KLA,kla,kla.com,,,,,,
Kokusai Electric,kokusai-electric,kokusai-electric.com,new_facility,2025-01-01,New US demo center; Toyama manufacturing expansion,https://www.kokusai-electric.com/en/news/document,,DELETE
Koppers,koppers,koppers.com,,,,,,
Kratos Defense,kratos-defense,https://www.kratosdefense.com/,,,,,,
Krystal Biotech,krystal-biotech,https://krystalbio.com,product_success,2023-05-01,Vyjuvek approved; built second 100K sq ft ASTRA facility; HSV-1 vector platform,https://ir.krystalbio.com/news-releases/news-release-details/krystal-biotech-breaks-ground-second-commercial-gene-therapy,,DELETE
KSAT,ksat,https://ksat.no,,,,,,
KUKA,kuka,https://www.kuka.com/,,,,,,
Kulicke & Soffa,kulicke-soffa,kns.com,,,,,,
Kythera Space Solutions,kythera-space-solutions,https://kythera.space,,,,,,
L3Harris,l3harris,https://www.l3harris.com/,new_facility,2025-01-01,$22M GAMMA-H scramjet + Zeus motor production increase to 60 units,https://www.l3harris.com/newsroom/press-release/2025/12/l3harris-receives-letter-intent-kratos-defense-production-large,,DELETE
Lam Research,lam-research,lamresearch.com,new_facility,2025-01-01,$65M Oregon Tualatin facility opened Nov 2025; 700 workers; R&D expansion for AI chips,https://www.oregonlive.com/silicon-forest/2025/11/lam-research-opens-65-million-tualatin-office-with-room-for-700-workers.html,,DELETE
Lam Research,lam-research,lamresearch.com,new_facility,2025-01-01,$65M Oregon Tualatin facility opened Nov 2025; 700 workers; R&D expansion for AI chips,https://www.oregonlive.com/silicon-forest/2025/11/lam-research-opens-65-million-tualatin-office-with-room-for-700-workers.html,,DELETE
Landis+Gyr,landis-gyr,landisgyr.com,,,,,,
LAPP Insulators,lapp-insulators,lappinsulators.com,,,,,,
Lasertec,lasertec,lasertec.co.jp,,,,,,
Last Energy,last-energy,lastenergy.com,,,,,,
Lattice Semiconductor,lattice-semiconductor,latticesemi.com,,,,,,
LEENO Industrial,leeno-industrial,leeno.com,,,,,,
Legend Biotech,legend-biotech,https://legendbiotech.com,investment_plan_announced,2022-10-01,CARVYKTI approved for myeloma; $500M investment with J&J in Raritan NJ; doubling capacity,https://www.fiercepharma.com/manufacturing/legend-jj-double-down-car-t-manufacturing-500m-carvykti-eyes-wider-myeloma-use,INVESTMENT_PLAN_ANNOUNCED,KEEP
LeoLabs,leolabs,https://leolabs.space,,,,,,
Lexeo Therapeutics,lexeo-therapeutics,https://lexeotx.com,expansion_announcement,2026-02-14,Signal detected,https://www.lexeotx.com/post/lexeo-therapeutics-announces-fda-clearance-of-ind-for-lx2020-an-aav-based-gene-therapy-candidate-for-pkp2-arrhythmogenic-cardiomyopathy/,,DELETE
LG Energy Solution Michigan,lg-energy-solution-michigan,https://www.lgenergymi.com/,,,,,,
Lilium,lilium,lilium.com,,,,,,
Linde,linde,linde.com,,,,,,
Lockheed Martin,lockheed-martin,https://www.lockheedmartin.com/,,,,,,
Locus Robotics,locus-robotics,https://locusrobotics.com/,new_facility,2025-01-01,New HQ construction in Wilmington; expanding globally; FedEx and major 3PL deployments,https://www.bostonglobe.com/2023/07/26/business/locus-launches-work-new-hq-wilmington/,,DELETE
Loft Orbital,loft-orbital,https://loftorbital.com,,,,,,
LONGi Green Energy,longi-green-energy,longi.com,new_facility,2025-01-01,Ohio module factory partnership announced Mar 2024; operations Q1 2025,https://unicorn-sd.com/jinkosolar-trina-solar-ja-solar-longi-and-csi-solar-considered-the-worlds-top-five-module-manufacturers-have-established-or-plan-to-construct-manufacturing-facilities-in-the-us/,,DELETE
LONGi Green Energy,longi-green-energy,longi.com,new_facility,2025-01-01,Ohio module factory partnership announced Mar 2024; operations Q1 2025,https://unicorn-sd.com/jinkosolar-trina-solar-ja-solar-longi-and-csi-solar-considered-the-worlds-top-five-module-manufacturers-have-established-or-plan-to-construct-manufacturing-facilities-in-the-us/,,DELETE
LS Cable & System,ls-cable-system,lscns.co.kr,,,,,,
Lucy Electric,lucy-electric,lucyelectric.com,,,,,,
Lunar Outpost,lunar-outpost,https://lunaroutpost.com,,,,,,
Lynas Rare Earths,lynas-rare-earths,https://lynasrareearths.com/,,,,,,
Lynk Global,lynk-global,https://lynk.world,,,,,,
Machina Labs,machina-labs,https://machinalabs.ai/,,,,,,
MacLean Power Systems,maclean-power-systems,macleanpower.com,,,,,,
Maddox Industrial Transformer,maddox-industrial-transformer,maddox.com,,,,,,
Magdrive,magdrive,https://magdrive.space,,,,,,
Mangata Networks,mangata-networks,https://mangatanetworks.com,,,,,,
Marvell Technology,marvell-technology,marvell.com,new_facility,2025-01-01,Vietnam expansion (HCM + Da Nang) Sept 2025; India R&D expansion; $5.5B Celestial AI acquisition Dec,https://www.marvell.com/company/newsroom/marvell-accelerates-expansion-in-vietnam.html,,DELETE
Maxeon Solar,maxeon-solar,maxeon.com,new_facility,2025-01-01,Premium IBC technology; US cell manufacturing plans; SunPower spinoff,https://www.maxeon.com/,,DELETE
MediaTek,mediatek,mediatek.com,,,,,,
Melexis,melexis,melexis.com,,,,,,
MemryX,memryx,memryx.com,new_facility,2025-01-01,$44M Series B; compute-at-memory AI accelerators; ramping production,https://www.prnewswire.com/news-releases/memryx-raises-44-million-in-series-b-funding-for-advanced-edge-ai-computing-302412842.html,,DELETE
Mentis Sciences,mentis-sciences,https://www.mentissciences.com/,,,,,,
Meyer Burger,meyer-burger,meyerburger.com,new_facility,2025-01-01,Arizona module plant operational; Colorado cell plant announced Q4 2024 start; 2 GW HJT cell capacit,https://www.meyerburger.com/en/newsroom/artikel/meyer-burger-announces-solar-cell-production-facility-in-colorado-usa,,DELETE
Meyer Burger,meyer-burger,meyerburger.com,new_facility,2025-01-01,Arizona module plant operational; Colorado cell plant announced Q4 2024 start; 2 GW HJT cell capacit,https://www.meyerburger.com/en/newsroom/artikel/meyer-burger-announces-solar-cell-production-facility-in-colorado-usa,,DELETE
Microchip Technology,microchip-technology,microchip.com,new_facility,2025-01-01,$162M CHIPS for Oregon + Colorado expansion; closing Tempe AZ Sept 2025; consolidating,https://www.oregonlive.com/silicon-forest/2024/12/microchip-will-close-arizona-factory-while-it-pursues-federal-subsidies-to-expand-in-oregon-colorado.html,,DELETE
Microchip Technology,microchip-technology,microchip.com,new_facility,2025-01-01,$162M CHIPS for Oregon + Colorado expansion; closing Tempe AZ Sept 2025; consolidating,https://www.oregonlive.com/silicon-forest/2024/12/microchip-will-close-arizona-factory-while-it-pursues-federal-subsidies-to-expand-in-oregon-colorado.html,,DELETE
Micron,micron,micron.com,new_facility,2025-06-01,Micron NY + Idaho + VA Expansion,https://investors.micron.com/news-releases/news-release-details/micron-and-trump-administration-announce-expanded-us-investments,,DELETE
Micron,micron,micron.com,new_facility,2025-01-01,$6.4B CHIPS funding; 2nd Boise fab announced Jun 2025; NY Clay megafab ($100B); Virginia expansion; ,https://investors.micron.com/news-releases/news-release-details/micron-and-trump-administration-announce-expanded-us-investments,,DELETE
Micron,micron,micron.com,new_facility,2025-01-01,$6.4B CHIPS funding; 2nd Boise fab announced Jun 2025; NY Clay megafab ($100B); Virginia expansion; ,https://investors.micron.com/news-releases/news-release-details/micron-and-trump-administration-announce-expanded-us-investments,,DELETE
Millennium Space Systems,millennium-space-systems,https://millennium-space.com,,,,,,
Mission Solar,mission-solar,missionsolar.com,,,,,,
Mitsubishi Electric,mitsubishi-electric,mitsubishielectric.com,new_facility,2025-01-01,Strategic investment in Realtime Robotics (May 2024) for motion planning,https://www.credenceresearch.com/report/warehouse-robotics-market,,DELETE
Mitsubishi Power,mitsubishi-power,power.mhi.com,new_facility,2025-01-01,Savannah GA manufacturing; JAC turbine most efficient; Takasago Hydrogen Park verification; 4M+ oper,https://power.mhi.com/regions/amer/products/gas-turbines,,DELETE
Mitsubishi Power,mitsubishi-power,power.mhi.com,new_facility,2025-01-01,Savannah GA manufacturing; JAC turbine most efficient; Takasago Hydrogen Park verification; 4M+ oper,https://power.mhi.com/regions/amer/products/gas-turbines,,DELETE
Mkango Resources,mkango-resources,https://mkango.ca/,,,,,,
Modine Manufacturing,modine-manufacturing,https://modine.com,expansion_announcement,2025-11-17,Data center cooling expansion - multiple US facilities,https://www.stocktitan.net/news/MOD/modine-reports-third-quarter-fiscal-2026-pad8obfnnt8b.html,,DELETE
Modine Manufacturing,modine-manufacturing,https://modine.com,expansion_announcement,2025-11-17,Data center cooling expansion - multiple US facilities,https://www.stocktitan.net/news/MOD/modine-reports-third-quarter-fiscal-2026-pad8obfnnt8b.html,,DELETE
Modus Advanced,modus-advanced,https://www.modusadvanced.com/,,,,,,
Momentus,momentus,https://momentus.space,,,,,,
